   130/299     11.9G   0.03509   0.03093   0.01137    0.0774       189       640    0.7392    0.7195    0.7584    0.4798   0.03289    0.0187  0.007315
   131/299     11.9G   0.03497   0.03091   0.01117   0.07705       207       640    0.7366    0.7238    0.7591    0.4807   0.03288   0.01869  0.007306
   132/299     11.9G   0.03502   0.03088   0.01125   0.07716       236       640    0.7437    0.7177    0.7595    0.4813   0.03286   0.01868    0.0073
   133/299     11.9G   0.03469   0.03067   0.01087   0.07623       184       640     0.742    0.7208      0.76    0.4821   0.03284   0.01867  0.007291
   134/299     11.9G   0.03489   0.03075   0.01127   0.07691       193       640    0.7416    0.7219    0.7606    0.4825   0.03283   0.01866  0.007285
   135/299     11.9G   0.03499   0.03095   0.01106     0.077       224       640    0.7429    0.7207    0.7611     0.483   0.03282   0.01865  0.007273
   136/299     11.9G   0.03483   0.03048   0.01099    0.0763       257       640    0.7546    0.7119    0.7616    0.4834    0.0328   0.01864  0.007263
   137/299     11.9G    0.0348    0.0309   0.01099   0.07669       229       640    0.7536     0.715    0.7625    0.4836   0.03279   0.01863  0.007257
   138/299     11.9G   0.03471   0.03054   0.01089   0.07614       223       640    0.7605    0.7105     0.763    0.4846   0.03278   0.01862  0.007248
   139/299     11.9G   0.03474    0.0305   0.01101   0.07625       217       640     0.762     0.711    0.7634    0.4846   0.03277   0.01861  0.007239
   140/299     11.9G   0.03455   0.03053   0.01084   0.07592       170       640     0.765    0.7092    0.7639    0.4853   0.03275    0.0186  0.007234
   141/299     11.9G   0.03447   0.03015   0.01075   0.07537       142       640    0.7644    0.7095    0.7643    0.4864   0.03274    0.0186  0.007226
   142/299     11.9G   0.03441   0.03068   0.01057   0.07565       204       640    0.7619     0.711    0.7645    0.4869   0.03273   0.01859   0.00722
   143/299     11.9G   0.03431   0.03031   0.01045   0.07508       156       640    0.7618    0.7117    0.7651    0.4873   0.03271   0.01858  0.007209
   144/299     11.9G   0.03437    0.0304   0.01055   0.07532       211       640    0.7583    0.7155    0.7656     0.488    0.0327   0.01857  0.007198
   145/299     11.9G   0.03453   0.03045   0.01048   0.07546       182       640    0.7636    0.7123    0.7658    0.4884   0.03269   0.01857  0.007188
   146/299     11.9G   0.03417   0.03019   0.01056   0.07492       200       640    0.7725    0.7049    0.7662    0.4891   0.03268   0.01856  0.007183
   147/299     11.9G   0.03431   0.03037   0.01065   0.07534       205       640    0.7737    0.7049    0.7665    0.4894   0.03267   0.01855  0.007167
   148/299     11.9G   0.03418   0.03019   0.01049   0.07486       222       640    0.7719    0.7071    0.7671      0.49   0.03266   0.01855  0.007156
   149/299     11.9G   0.03405   0.03005   0.01032   0.07443       166       640     0.772    0.7076    0.7675    0.4902   0.03265   0.01854   0.00715
   150/299     11.9G     0.034   0.03008   0.01019   0.07426       187       640    0.7691    0.7094    0.7677     0.491   0.03264   0.01853  0.007147
   151/299     11.9G   0.03395   0.03004   0.01028   0.07428       224       640     0.769      0.71     0.768    0.4916   0.03263   0.01853  0.007144
   152/299     11.9G   0.03422    0.0299   0.01029   0.07441       182       640    0.7686    0.7107    0.7684    0.4919   0.03262   0.01852  0.007138
   153/299     11.9G   0.03383   0.02993   0.01029   0.07405       193       640    0.7683    0.7119    0.7686    0.4924   0.03261   0.01852  0.007137
   154/299     11.9G   0.03382   0.02991  0.009971    0.0737       183       640    0.7617    0.7174    0.7689     0.493    0.0326   0.01852  0.007132
   155/299     11.9G   0.03378   0.02993  0.009901   0.07361       209       640    0.7671    0.7141     0.769    0.4936   0.03258   0.01851  0.007127
   156/299     11.9G   0.03361   0.02953   0.01028   0.07342       261       640    0.7647    0.7171    0.7692    0.4937   0.03258   0.01851  0.007122
   157/299     11.9G    0.0336   0.02981  0.009779   0.07318       215       640    0.7662    0.7156    0.7695    0.4942   0.03256    0.0185  0.007112
   158/299     11.9G   0.03347   0.03006   0.01005   0.07359       209       640    0.7708    0.7125    0.7699    0.4947   0.03255   0.01849  0.007104
